GO_ID	GO_NAME	ANNOTATION_EXTENSION
GO:1904081	positive regulation of transcription from RNA polymerase II promoter involved in neuron differentiation	has_regulation_target(WB:WBGene00005037
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(WB:WBGene00006525
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(WB:WBGene00006525
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(WB:WBGene00006525
GO:1903827	regulation of cellular protein localization	has_regulation_target(WB:WBGene00006543
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(WB:WBGene00006600
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(WB:WBGene00006652
GO:1904081	positive regulation of transcription from RNA polymerase II promoter involved in neuron differentiation	has_regulation_target(WB:WBGene00006654
GO:1904081	positive regulation of transcription from RNA polymerase II promoter involved in neuron differentiation	has_regulation_target(WB:WBGene00006654
GO:1904081	positive regulation of transcription from RNA polymerase II promoter involved in neuron differentiation	has_regulation_target(WB:WBGene00006756
GO:1904081	positive regulation of transcription from RNA polymerase II promoter involved in neuron differentiation	has_regulation_target(WB:WBGene00006762
GO:1904081	positive regulation of transcription from RNA polymerase II promoter involved in neuron differentiation	has_regulation_target(WB:WBGene00006762
GO:1904081	positive regulation of transcription from RNA polymerase II promoter involved in neuron differentiation	has_regulation_target(WB:WBGene00006762
GO:0010468	regulation of gene expression	has_regulation_target(WB:WBGene00006787)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(WB:WBGene00006894
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	has_regulation_target(WB:WBGene00006926)
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	has_regulation_target(WB:WBGene00006962)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(WB:WBGene00007480)
GO:1902474	positive regulation of protein localization to synapse	has_regulation_target(WB:WBGene00007918)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(WB:WBGene00008584)
GO:1902097	positive regulation of transcription from RNA polymerase II promoter involved in defense response to Gram-negative bacterium	has_regulation_target(WB:WBGene00008584)
GO:0042308	negative regulation of protein import into nucleus	has_regulation_target(WB:WBGene00008748
GO:1902097	positive regulation of transcription from RNA polymerase II promoter involved in defense response to Gram-negative bacterium	has_regulation_target(WB:WBGene00009215)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(WB:WBGene00009560)
GO:0036003	positive regulation of transcription from RNA polymerase II promoter in response to stress	has_regulation_target(WB:WBGene00009801)
GO:0061404	positive regulation of transcription from RNA polymerase II promoter in response to increased salt	has_regulation_target(WB:WBGene00009824)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(WB:WBGene00010123)
GO:1902097	positive regulation of transcription from RNA polymerase II promoter involved in defense response to Gram-negative bacterium	has_regulation_target(WB:WBGene00010123)
GO:0097235	positive regulation of fatty acid beta-oxidation by positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(WB:WBGene00015484
GO:0006990	positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response	has_regulation_target(WB:WBGene00017244
GO:1903363	negative regulation of cellular protein catabolic process	has_regulation_target(WB:WBGene00018721
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	has_regulation_target(WB:WBGene00018725)
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	has_regulation_target(WB:WBGene00018725)
GO:0000381	regulation of alternative mRNA splicing, via spliceosome	has_regulation_target(WB:WBGene00019466)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(WB:WBGene00019698
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(WB:WBGene00020506)
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	has_regulation_target(WB:WBGene00020719)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(WB:WBGene00021012)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(WB:WBGene00021012)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(WB:WBGene00044568
GO:0051015	actin filament binding	in_absence_of(CHEBI:15422)
GO:0043565	sequence-specific DNA binding	in_absence_of(CHEBI:17654)
GO:0043565	sequence-specific DNA binding	in_absence_of(CHEBI:26271
GO:0019730	antimicrobial humoral response	in_absence_of(CHEBI:28304)
GO:2001065	mannan binding	in_absence_of(CHEBI:29108)
GO:0008201	heparin binding	in_absence_of(CHEBI:29108)
GO:0005886	plasma membrane	in_absence_of(CHEBI:3098)
GO:0030307	positive regulation of cell growth	in_absence_of(CHEBI:32544)
GO:0006821	chloride transport	in_absence_of(CHEBI:42471)
GO:0007019	microtubule depolymerization	in_absence_of(UniProtKB:O14965)
GO:0005515	protein binding	in_absence_of(UniProtKB:O15111)
GO:0042805	actinin binding	in_absence_of(UniProtKB:O15111)
GO:0044853	plasma membrane raft	in_absence_of(UniProtKB:O88329
GO:0005737	cytoplasm	in_absence_of(UniProtKB:P01375
GO:0002503	peptide antigen assembly with MHC class II protein complex	in_absence_of(UniProtKB:P04233)
GO:0005768	endosome	in_absence_of(UniProtKB:P15692)
GO:0005794	Golgi apparatus	in_absence_of(UniProtKB:P15692)
GO:0005730	nucleolus	in_absence_of(UniProtKB:P19338)
GO:0005886	plasma membrane	in_absence_of(UniProtKB:P61018
GO:0097527	necroptotic signaling pathway	in_absence_of(UniProtKB:Q13489
GO:0097527	necroptotic signaling pathway	in_absence_of(UniProtKB:Q13490
GO:0050830	defense response to Gram-positive bacterium	in_absence_of(UniProtKB:Q148R4
GO:0050829	defense response to Gram-negative bacterium	in_absence_of(UniProtKB:Q148R4
GO:0039592	suppression by virus of G2/M transition of host mitotic cell cycle	in_absence_of(UniProtKB:Q53GL7)
GO:0050830	defense response to Gram-positive bacterium	in_absence_of(UniProtKB:Q5K5D4)
GO:0050829	defense response to Gram-negative bacterium	in_absence_of(UniProtKB:Q5K5D4)
GO:0005769	early endosome	in_absence_of(UniProtKB:Q6VY07)
GO:0007019	microtubule depolymerization	in_absence_of(UniProtKB:Q96GD4
GO:0031901	early endosome membrane	in_absence_of(UniProtKB:Q96H20)
GO:0009986	cell surface	in_absence_of(UniProtKB:Q96J92
GO:0043433	negative regulation of sequence-specific DNA binding transcription factor activity	in_absence_of(UniProtKB:Q99496)
GO:0009986	cell surface	in_absence_of(UniProtKB:Q9BYP7
GO:0009986	cell surface	in_absence_of(UniProtKB:Q9H4A3)
GO:0010008	endosome membrane	in_absence_of(UniProtKB:Q9UN37)
GO:0030968	endoplasmic reticulum unfolded protein response	in_absence_of(WB:WBGene00006959
GO:0034767	positive regulation of ion transmembrane transport	in_presence_of(CHEBI:15422
GO:0046931	pore complex assembly	in_presence_of(CHEBI:15422
GO:0032060	bleb assembly	in_presence_of(CHEBI:15422
GO:1904172	positive regulation of bleb assembly	in_presence_of(CHEBI:15422
GO:0045794	negative regulation of cell volume	in_presence_of(CHEBI:15422
GO:0032060	bleb assembly	in_presence_of(CHEBI:15422
GO:0035590	purinergic nucleotide receptor signaling pathway	in_presence_of(CHEBI:15422
GO:0032060	bleb assembly	in_presence_of(CHEBI:15422
GO:0051261	protein depolymerization	in_presence_of(CHEBI:15422
GO:0045794	negative regulation of cell volume	in_presence_of(CHEBI:15422
GO:0045794	negative regulation of cell volume	in_presence_of(CHEBI:15422
GO:0046931	pore complex assembly	in_presence_of(CHEBI:15422
GO:0043065	positive regulation of apoptotic process	in_presence_of(CHEBI:15422
GO:0045794	negative regulation of cell volume	in_presence_of(CHEBI:15422
GO:0006468	protein phosphorylation	in_presence_of(CHEBI:15422)
GO:0006468	protein phosphorylation	in_presence_of(CHEBI:15422)
GO:0005730	nucleolus	in_presence_of(CHEBI:15422)
GO:0004674	protein serine/threonine kinase activity	in_presence_of(CHEBI:15422)
GO:0035590	purinergic nucleotide receptor signaling pathway	in_presence_of(CHEBI:15422)
GO:0051015	actin filament binding	in_presence_of(CHEBI:15422)
GO:0046777	protein autophosphorylation	in_presence_of(CHEBI:15422)
GO:0033235	positive regulation of protein sumoylation	in_presence_of(CHEBI:15422)
GO:0006979	response to oxidative stress	in_presence_of(CHEBI:15794)
GO:0006979	response to oxidative stress	in_presence_of(CHEBI:15794)
GO:0008340	determination of adult lifespan	in_presence_of(CHEBI:15927)
GO:0045121	membrane raft	in_presence_of(CHEBI:16113)
GO:0042744	hydrogen peroxide catabolic process	in_presence_of(CHEBI:16130)
GO:0030968	endoplasmic reticulum unfolded protein response	in_presence_of(CHEBI:16236)
GO:0060785	regulation of apoptosis involved in tissue homeostasis	in_presence_of(CHEBI:16240)
GO:0006979	response to oxidative stress	in_presence_of(CHEBI:16240)
GO:0006468	protein phosphorylation	in_presence_of(CHEBI:16240)
GO:1900122	positive regulation of receptor binding	in_presence_of(CHEBI:16356)
GO:0010848	regulation of chromatin disassembly	in_presence_of(CHEBI:16469)
GO:0036413	histone H3-R26 citrullination	in_presence_of(CHEBI:16469)
GO:0004517	nitric-oxide synthase activity	in_presence_of(CHEBI:16474
GO:1901216	positive regulation of neuron death	in_presence_of(CHEBI:16480)
GO:0050907	detection of chemical stimulus involved in sensory perception	in_presence_of(CHEBI:16583
GO:0050907	detection of chemical stimulus involved in sensory perception	in_presence_of(CHEBI:16583
GO:0010634	positive regulation of epithelial cell migration	in_presence_of(CHEBI:16975
GO:2000394	positive regulation of lamellipodium morphogenesis	in_presence_of(CHEBI:16975
GO:0010634	positive regulation of epithelial cell migration	in_presence_of(CHEBI:16975)
GO:0030027	lamellipodium	in_presence_of(CHEBI:16975)
GO:2000394	positive regulation of lamellipodium morphogenesis	in_presence_of(CHEBI:16975)
GO:0004657	proline dehydrogenase activity	in_presence_of(CHEBI:17203
GO:0060547	negative regulation of necrotic cell death	in_presence_of(CHEBI:18243)
GO:2000117	negative regulation of cysteine-type endopeptidase activity	in_presence_of(CHEBI:18243)
GO:0036091	positive regulation of transcription from RNA polymerase II promoter in response to oxidative stress	in_presence_of(CHEBI:18243)
GO:0043066	negative regulation of apoptotic process	in_presence_of(CHEBI:18243)
GO:2000378	negative regulation of reactive oxygen species metabolic process	in_presence_of(CHEBI:18243)
GO:0042802	identical protein binding	in_presence_of(CHEBI:18303)
GO:0030968	endoplasmic reticulum unfolded protein response	in_presence_of(CHEBI:18320)
GO:0006990	positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response	in_presence_of(CHEBI:18320)
GO:0006990	positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response	in_presence_of(CHEBI:18320)
GO:0005515	protein binding	in_presence_of(CHEBI:18348)
GO:0005254	chloride channel activity	in_presence_of(CHEBI:18397)
GO:0007160	cell-matrix adhesion	in_presence_of(CHEBI:18420
GO:0050839	cell adhesion molecule binding	in_presence_of(CHEBI:18420
GO:0098640	integrin binding involved in cell-matrix adhesion	in_presence_of(CHEBI:18420
GO:0003366	cell-matrix adhesion involved in ameboidal cell migration	in_presence_of(CHEBI:18420
GO:0050839	cell adhesion molecule binding	in_presence_of(CHEBI:18420
GO:0051261	protein depolymerization	in_presence_of(CHEBI:18420
GO:0005178	integrin binding	in_presence_of(CHEBI:18420
GO:0033622	integrin activation	in_presence_of(CHEBI:18420
GO:0042623	ATPase activity, coupled	in_presence_of(CHEBI:18420)
GO:0001968	fibronectin binding	in_presence_of(CHEBI:18420)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	in_presence_of(CHEBI:23965)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	in_presence_of(CHEBI:23965)
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	in_presence_of(CHEBI:23965)
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	in_presence_of(CHEBI:23965)
GO:0008283	cell proliferation	in_presence_of(CHEBI:24875)
GO:0016020	membrane	in_presence_of(CHEBI:26271)
GO:0006972	hyperosmotic response	in_presence_of(CHEBI:26710)
GO:0006972	hyperosmotic response	in_presence_of(CHEBI:26710)
GO:0005254	chloride channel activity	in_presence_of(CHEBI:2679)
GO:0098789	pre-mRNA cleavage required for polyadenylation	in_presence_of(CHEBI:28166
GO:0098789	pre-mRNA cleavage required for polyadenylation	in_presence_of(CHEBI:28166
GO:0051346	negative regulation of hydrolase activity	in_presence_of(CHEBI:28304)
GO:1990000	amyloid fibril formation	in_presence_of(CHEBI:28304)
GO:0008355	olfactory learning	in_presence_of(CHEBI:28398
GO:0008355	olfactory learning	in_presence_of(CHEBI:28398)
GO:0007160	cell-matrix adhesion	in_presence_of(CHEBI:29108
GO:0050839	cell adhesion molecule binding	in_presence_of(CHEBI:29108
GO:0098640	integrin binding involved in cell-matrix adhesion	in_presence_of(CHEBI:29108
GO:0001968	fibronectin binding	in_presence_of(CHEBI:29108
GO:0003366	cell-matrix adhesion involved in ameboidal cell migration	in_presence_of(CHEBI:29108
GO:0050839	cell adhesion molecule binding	in_presence_of(CHEBI:29108
GO:0005178	integrin binding	in_presence_of(CHEBI:29108
GO:0033622	integrin activation	in_presence_of(CHEBI:29108
GO:0008022	protein C-terminus binding	in_presence_of(CHEBI:29108)
GO:0005515	protein binding	in_presence_of(CHEBI:29108)
GO:0006990	positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response	in_presence_of(CHEBI:29699)
GO:0030968	endoplasmic reticulum unfolded protein response	in_presence_of(CHEBI:29699)
GO:0030968	endoplasmic reticulum unfolded protein response	in_presence_of(CHEBI:29699)
GO:0030968	endoplasmic reticulum unfolded protein response	in_presence_of(CHEBI:29699)
GO:0030968	endoplasmic reticulum unfolded protein response	in_presence_of(CHEBI:29699)
GO:0006990	positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response	in_presence_of(CHEBI:29699)
GO:0006990	positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response	in_presence_of(CHEBI:29699)
GO:0006990	positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response	in_presence_of(CHEBI:29699)
GO:0006972	hyperosmotic response	in_presence_of(CHEBI:30911)
GO:0005737	cytoplasm	in_presence_of(CHEBI:3098)
GO:0018101	protein citrullination	in_presence_of(CHEBI:3312)
GO:0005515	protein binding	in_presence_of(CHEBI:33699
GO:0000060	protein import into nucleus, translocation	in_presence_of(CHEBI:3374)
GO:0005634	nucleus	in_presence_of(CHEBI:3374)
GO:0005886	plasma membrane	in_presence_of(CHEBI:37537)
GO:0035690	cellular response to drug	in_presence_of(CHEBI:50845)
GO:0005634	nucleus	in_presence_of(CHEBI:52646)
GO:0005515	protein binding	in_presence_of(CHEBI:61292)
GO:0004657	proline dehydrogenase activity	in_presence_of(CHEBI:6636)
GO:0005634	nucleus	in_presence_of(CHEBI:81494)
GO:0008340	determination of adult lifespan	in_presence_of(CHEBI:83766)
GO:0046007	negative regulation of activated T cell proliferation	in_presence_of(CHEBI:84612)
GO:0035690	cellular response to drug	in_presence_of(CHEBI:9516)
GO:0007160	cell-matrix adhesion	in_presence_of(GO:0005581)
GO:0005925	focal adhesion	in_presence_of(GO:0005584
GO:0005925	focal adhesion	in_presence_of(GO:0005584
GO:0005925	focal adhesion	in_presence_of(GO:0005584
GO:0005925	focal adhesion	in_presence_of(GO:0005584
GO:0005925	focal adhesion	in_presence_of(GO:0005584
GO:0005925	focal adhesion	in_presence_of(GO:0005584
GO:0005925	focal adhesion	in_presence_of(GO:0005584)
GO:0030335	positive regulation of cell migration	in_presence_of(GO:0005587)
GO:2000643	positive regulation of early endosome to late endosome transport	in_presence_of(GO:0030897)
GO:0005515	protein binding	in_presence_of(GO:0031941)
GO:0005886	plasma membrane	in_presence_of(GO:0031941)
GO:0017022	myosin binding	in_presence_of(GO:0031941)
GO:0005634	nucleus	in_presence_of(UniProtKB:A4D8X6)
GO:0005829	cytosol	in_presence_of(UniProtKB:D3ZLH5
GO:0005829	cytosol	in_presence_of(UniProtKB:D3ZTD8)
GO:0005925	focal adhesion	in_presence_of(UniProtKB:F6ZZ90)
GO:0005925	focal adhesion	in_presence_of(UniProtKB:H9YUC5)
GO:0005925	focal adhesion	in_presence_of(UniProtKB:I3N287)
GO:0031201	SNARE complex	in_presence_of(UniProtKB:O00161
GO:0031201	SNARE complex	in_presence_of(UniProtKB:O00161
GO:0031201	SNARE complex	in_presence_of(UniProtKB:O00161
GO:0071392	cellular response to estradiol stimulus	in_presence_of(UniProtKB:O08537)
GO:0016600	flotillin complex	in_presence_of(UniProtKB:O08917
GO:0016600	flotillin complex	in_presence_of(UniProtKB:O08917
GO:0016600	flotillin complex	in_presence_of(UniProtKB:O08917
GO:0016600	flotillin complex	in_presence_of(UniProtKB:O08917
GO:0016600	flotillin complex	in_presence_of(UniProtKB:O08917)
GO:0005737	cytoplasm	in_presence_of(UniProtKB:O14980)
GO:0031264	death-inducing signaling complex	in_presence_of(UniProtKB:O15519
GO:0031264	death-inducing signaling complex	in_presence_of(UniProtKB:O15519
GO:0090630	activation of GTPase activity	in_presence_of(UniProtKB:O35988)
GO:0003924	GTPase activity	in_presence_of(UniProtKB:O43147)
GO:0006184	obsolete GTP catabolic process	in_presence_of(UniProtKB:O43147)
GO:0007162	negative regulation of cell adhesion	in_presence_of(UniProtKB:O43157)
GO:0000977	RNA polymerase II regulatory region sequence-specific DNA binding	in_presence_of(UniProtKB:O43707)
GO:0003924	GTPase activity	in_presence_of(UniProtKB:O60447)
GO:0006184	obsolete GTP catabolic process	in_presence_of(UniProtKB:O60447)
GO:0030027	lamellipodium	in_presence_of(UniProtKB:O75955
GO:0016600	flotillin complex	in_presence_of(UniProtKB:O75955
GO:0030027	lamellipodium	in_presence_of(UniProtKB:O75955
GO:0016600	flotillin complex	in_presence_of(UniProtKB:O75955)
GO:0005913	cell-cell adherens junction	in_presence_of(UniProtKB:O75955)
GO:0001931	uropod	in_presence_of(UniProtKB:O75955)
GO:0005913	cell-cell adherens junction	in_presence_of(UniProtKB:O75955)
GO:0030027	lamellipodium	in_presence_of(UniProtKB:O75955)
GO:0016600	flotillin complex	in_presence_of(UniProtKB:O75955)
GO:0031201	SNARE complex	in_presence_of(UniProtKB:O95219
GO:0031201	SNARE complex	in_presence_of(UniProtKB:O95219
GO:0031201	SNARE complex	in_presence_of(UniProtKB:O95219
GO:0043234	protein complex	in_presence_of(UniProtKB:O95925
GO:0043234	protein complex	in_presence_of(UniProtKB:O95925
GO:0071672	negative regulation of smooth muscle cell chemotaxis	in_presence_of(UniProtKB:P01127
GO:0036120	cellular response to platelet-derived growth factor stimulus	in_presence_of(UniProtKB:P01127
GO:0060326	cell chemotaxis	in_presence_of(UniProtKB:P01127)
GO:0001725	stress fiber	in_presence_of(UniProtKB:P01137
GO:0007160	cell-matrix adhesion	in_presence_of(UniProtKB:P01137)
GO:0043149	stress fiber assembly	in_presence_of(UniProtKB:P01137)
GO:0007179	transforming growth factor beta receptor signaling pathway	in_presence_of(UniProtKB:P01137)
GO:0071277	cellular response to calcium ion	in_presence_of(UniProtKB:P01148)
GO:0000977	RNA polymerase II regulatory region sequence-specific DNA binding	in_presence_of(UniProtKB:P01375
GO:0090002	establishment of protein localization to plasma membrane	in_presence_of(UniProtKB:P01375
GO:0000977	RNA polymerase II regulatory region sequence-specific DNA binding	in_presence_of(UniProtKB:P01375
GO:0090002	establishment of protein localization to plasma membrane	in_presence_of(UniProtKB:P01375
GO:0090002	establishment of protein localization to plasma membrane	in_presence_of(UniProtKB:P01375
GO:0090002	establishment of protein localization to plasma membrane	in_presence_of(UniProtKB:P01375
GO:0005634	nucleus	in_presence_of(UniProtKB:P01375
GO:1903347	negative regulation of bicellular tight junction assembly	in_presence_of(UniProtKB:P01375)
GO:0005634	nucleus	in_presence_of(UniProtKB:P01375)
GO:1903140	regulation of establishment of endothelial barrier	in_presence_of(UniProtKB:P01375)
GO:0005737	cytoplasm	in_presence_of(UniProtKB:P01375)
GO:0031490	chromatin DNA binding	in_presence_of(UniProtKB:P01375)
GO:0050766	positive regulation of phagocytosis	in_presence_of(UniProtKB:P02647
GO:0010875	positive regulation of cholesterol efflux	in_presence_of(UniProtKB:P02649)
GO:0050766	positive regulation of phagocytosis	in_presence_of(UniProtKB:P02652)
GO:0016477	cell migration	in_presence_of(UniProtKB:P02751
GO:0001933	negative regulation of protein phosphorylation	in_presence_of(UniProtKB:P02751
GO:0005925	focal adhesion	in_presence_of(UniProtKB:P02751
GO:0016049	cell growth	in_presence_of(UniProtKB:P02751
GO:0016049	cell growth	in_presence_of(UniProtKB:P02751
GO:0005925	focal adhesion	in_presence_of(UniProtKB:P02751
GO:0016477	cell migration	in_presence_of(UniProtKB:P02751
GO:0045184	establishment of protein localization	in_presence_of(UniProtKB:P02751
GO:0048041	focal adhesion assembly	in_presence_of(UniProtKB:P02751)
GO:2000394	positive regulation of lamellipodium morphogenesis	in_presence_of(UniProtKB:P02751)
GO:0048041	focal adhesion assembly	in_presence_of(UniProtKB:P02751)
GO:0010763	positive regulation of fibroblast migration	in_presence_of(UniProtKB:P02751)
GO:0030308	negative regulation of cell growth	in_presence_of(UniProtKB:P02751)
GO:1900026	positive regulation of substrate adhesion-dependent cell spreading	in_presence_of(UniProtKB:P02751)
GO:0070373	negative regulation of ERK1 and ERK2 cascade	in_presence_of(UniProtKB:P02751)
GO:0005925	focal adhesion	in_presence_of(UniProtKB:P02751)
GO:0030336	negative regulation of cell migration	in_presence_of(UniProtKB:P02751)
GO:0097286	iron ion import	in_presence_of(UniProtKB:P02787)
GO:0043234	protein complex	in_presence_of(UniProtKB:P02788
GO:0043234	protein complex	in_presence_of(UniProtKB:P02788
GO:0043234	protein complex	in_presence_of(UniProtKB:P02788
GO:0016477	cell migration	in_presence_of(UniProtKB:P04004
GO:0016049	cell growth	in_presence_of(UniProtKB:P04004
GO:0016049	cell growth	in_presence_of(UniProtKB:P04004
GO:0016477	cell migration	in_presence_of(UniProtKB:P04004
GO:0007160	cell-matrix adhesion	in_presence_of(UniProtKB:P04004)
GO:0030308	negative regulation of cell growth	in_presence_of(UniProtKB:P04004)
GO:0090136	epithelial cell-cell adhesion	in_presence_of(UniProtKB:P04004)
GO:0030336	negative regulation of cell migration	in_presence_of(UniProtKB:P04004)
GO:0007160	cell-matrix adhesion	in_presence_of(UniProtKB:P04202
GO:0007160	cell-matrix adhesion	in_presence_of(UniProtKB:P04202
GO:0007160	cell-matrix adhesion	in_presence_of(UniProtKB:P04202
GO:0007179	transforming growth factor beta receptor signaling pathway	in_presence_of(UniProtKB:P04202)
GO:0007179	transforming growth factor beta receptor signaling pathway	in_presence_of(UniProtKB:P04202)
GO:0005925	focal adhesion	in_presence_of(UniProtKB:P04202)
GO:0043234	protein complex	in_presence_of(UniProtKB:P04279
GO:0043234	protein complex	in_presence_of(UniProtKB:P04279
GO:0043234	protein complex	in_presence_of(UniProtKB:P04279
GO:0043234	protein complex	in_presence_of(UniProtKB:P04279
GO:0043234	protein complex	in_presence_of(UniProtKB:P05154
GO:0007160	cell-matrix adhesion	in_presence_of(UniProtKB:P05362)
GO:0043066	negative regulation of apoptotic process	in_presence_of(UniProtKB:P05981)
GO:0050434	positive regulation of viral transcription	in_presence_of(UniProtKB:P05981)
GO:2000484	positive regulation of interleukin-8 secretion	in_presence_of(UniProtKB:P06729)
GO:1902035	positive regulation of hematopoietic stem cell proliferation	in_presence_of(UniProtKB:P07141)
GO:0043234	protein complex	in_presence_of(UniProtKB:P07288
GO:0001765	membrane raft assembly	in_presence_of(UniProtKB:P07355)
GO:0006900	membrane budding	in_presence_of(UniProtKB:P07355)
GO:0032689	negative regulation of interferon-gamma production	in_presence_of(UniProtKB:P08560
GO:0050918	positive chemotaxis	in_presence_of(UniProtKB:P08581)
GO:0016600	flotillin complex	in_presence_of(UniProtKB:P09803
GO:0016600	flotillin complex	in_presence_of(UniProtKB:P09803
GO:0016600	flotillin complex	in_presence_of(UniProtKB:P09803
GO:0016600	flotillin complex	in_presence_of(UniProtKB:P09803
GO:0016600	flotillin complex	in_presence_of(UniProtKB:P09803
GO:0016324	apical plasma membrane	in_presence_of(UniProtKB:P10114
GO:0016324	apical plasma membrane	in_presence_of(UniProtKB:P10114)
GO:0043234	protein complex	in_presence_of(UniProtKB:P10909
GO:0043234	protein complex	in_presence_of(UniProtKB:P10909
GO:0043234	protein complex	in_presence_of(UniProtKB:P10909
GO:0005776	autophagosome	in_presence_of(UniProtKB:P11234
GO:0034260	negative regulation of GTPase activity	in_presence_of(UniProtKB:P11276)
GO:0034260	negative regulation of GTPase activity	in_presence_of(UniProtKB:P11276)
GO:0030334	regulation of cell migration	in_presence_of(UniProtKB:P11276)
GO:0051895	negative regulation of focal adhesion assembly	in_presence_of(UniProtKB:P11276)
GO:1900025	negative regulation of substrate adhesion-dependent cell spreading	in_presence_of(UniProtKB:P11276)
GO:0007160	cell-matrix adhesion	in_presence_of(UniProtKB:P11276)
GO:0030027	lamellipodium	in_presence_of(UniProtKB:P12830
GO:0030027	lamellipodium	in_presence_of(UniProtKB:P12830
GO:0030027	lamellipodium	in_presence_of(UniProtKB:P12830
GO:0005886	plasma membrane	in_presence_of(UniProtKB:P12830)
GO:0005913	cell-cell adherens junction	in_presence_of(UniProtKB:P12830)
GO:0016600	flotillin complex	in_presence_of(UniProtKB:P12830)
GO:0005913	cell-cell adherens junction	in_presence_of(UniProtKB:P12830)
GO:0016600	flotillin complex	in_presence_of(UniProtKB:P12830)
GO:0005515	protein binding	in_presence_of(UniProtKB:P12830)
GO:0005886	plasma membrane	in_presence_of(UniProtKB:P14923)
GO:0010629	negative regulation of gene expression	in_presence_of(UniProtKB:P15311
GO:0034115	negative regulation of heterotypic cell-cell adhesion	in_presence_of(UniProtKB:P15311
GO:0045121	membrane raft	in_presence_of(UniProtKB:P15692)
GO:0005886	plasma membrane	in_presence_of(UniProtKB:P15692)
GO:0050918	positive chemotaxis	in_presence_of(UniProtKB:P16056)
GO:0004415	hyalurononglucosaminidase activity	in_presence_of(UniProtKB:P16070)
GO:0030214	hyaluronan catabolic process	in_presence_of(UniProtKB:P16070)
GO:0004497	monooxygenase activity	in_presence_of(UniProtKB:P16435)
GO:0007179	transforming growth factor beta receptor signaling pathway	in_presence_of(UniProtKB:P17125)
GO:0005925	focal adhesion	in_presence_of(UniProtKB:P17125)
GO:0007160	cell-matrix adhesion	in_presence_of(UniProtKB:P18084
GO:0043149	stress fiber assembly	in_presence_of(UniProtKB:P18084
GO:0001725	stress fiber	in_presence_of(UniProtKB:P18084)
GO:0007229	integrin-mediated signaling pathway	in_presence_of(UniProtKB:P18084)
GO:0030027	lamellipodium	in_presence_of(UniProtKB:P19022)
GO:0005913	cell-cell adherens junction	in_presence_of(UniProtKB:P19022)
GO:0030027	lamellipodium	in_presence_of(UniProtKB:P19022)
GO:0030027	lamellipodium	in_presence_of(UniProtKB:P19022)
GO:2000484	positive regulation of interleukin-8 secretion	in_presence_of(UniProtKB:P19256)
GO:0007160	cell-matrix adhesion	in_presence_of(UniProtKB:P19320)
GO:0007160	cell-matrix adhesion	in_presence_of(UniProtKB:P19320)
GO:0050901	leukocyte tethering or rolling	in_presence_of(UniProtKB:P19320)
GO:0050901	leukocyte tethering or rolling	in_presence_of(UniProtKB:P19320)
GO:0071392	cellular response to estradiol stimulus	in_presence_of(UniProtKB:P19785)
GO:0060326	cell chemotaxis	in_presence_of(UniProtKB:P20160)
GO:0001516	prostaglandin biosynthetic process	in_presence_of(UniProtKB:P23219
GO:0031264	death-inducing signaling complex	in_presence_of(UniProtKB:P25445)
GO:0031264	death-inducing signaling complex	in_presence_of(UniProtKB:P25445)
GO:0034115	negative regulation of heterotypic cell-cell adhesion	in_presence_of(UniProtKB:P26038
GO:0010629	negative regulation of gene expression	in_presence_of(UniProtKB:P26038)
GO:0016600	flotillin complex	in_presence_of(UniProtKB:P26231
