GO_ID	GO_NAME	ANNOTATION_EXTENSION
GO:1903077	negative regulation of protein localization to plasma membrane	has_regulation_target(UniProtKB:P34082
GO:1903387	positive regulation of homophilic cell adhesion	has_regulation_target(UniProtKB:P34082
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:P34099)
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:P34099)
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:P34099)
GO:0001934	positive regulation of protein phosphorylation	has_regulation_target(UniProtKB:P34152)
GO:1900182	positive regulation of protein localization to nucleus	has_regulation_target(UniProtKB:P34707
GO:1900011	negative regulation of corticotropin-releasing hormone receptor activity	has_regulation_target(UniProtKB:P34998)
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:P35228)
GO:0045892	negative regulation of transcription, DNA-templated	has_regulation_target(UniProtKB:P35326)
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:P35401)
GO:0045892	negative regulation of transcription, DNA-templated	has_regulation_target(UniProtKB:P35455
GO:0050732	negative regulation of peptidyl-tyrosine phosphorylation	has_regulation_target(UniProtKB:P35569)
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:P35638
GO:0061394	regulation of transcription from RNA polymerase II promoter in response to arsenic-containing substance	has_regulation_target(UniProtKB:P35638)
GO:0061395	positive regulation of transcription from RNA polymerase II promoter in response to arsenic-containing substance	has_regulation_target(UniProtKB:P35638)
GO:1990441	negative regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress	has_regulation_target(UniProtKB:P35638)
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:P35639
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:P35639
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:P35639)
GO:1990440	positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress	has_regulation_target(UniProtKB:P35639)
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:P35639)
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:P35639)
GO:0010629	negative regulation of gene expression	has_regulation_target(UniProtKB:P35639)
GO:1990441	negative regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress	has_regulation_target(UniProtKB:P35639)
GO:0001077	RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription	has_regulation_target(UniProtKB:P35918)
GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	has_regulation_target(UniProtKB:P35918)
GO:1900086	positive regulation of peptidyl-tyrosine autophosphorylation	has_regulation_target(UniProtKB:P35918)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:P35918)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:P35918)
GO:0002092	positive regulation of receptor internalization	has_regulation_target(UniProtKB:P35918)
GO:0002091	negative regulation of receptor internalization	has_regulation_target(UniProtKB:P35951
GO:0002091	negative regulation of receptor internalization	has_regulation_target(UniProtKB:P35951
GO:1900121	negative regulation of receptor binding	has_regulation_target(UniProtKB:P35951
GO:1900121	negative regulation of receptor binding	has_regulation_target(UniProtKB:P35951
GO:2000273	positive regulation of receptor activity	has_regulation_target(UniProtKB:P35951
GO:2000273	positive regulation of receptor activity	has_regulation_target(UniProtKB:P35951
GO:0032804	negative regulation of low-density lipoprotein particle receptor catabolic process	has_regulation_target(UniProtKB:P35951
GO:0032804	negative regulation of low-density lipoprotein particle receptor catabolic process	has_regulation_target(UniProtKB:P35951
GO:0010629	negative regulation of gene expression	has_regulation_target(UniProtKB:P35968)
GO:0010629	negative regulation of gene expression	has_regulation_target(UniProtKB:P35968)
GO:0090314	positive regulation of protein targeting to membrane	has_regulation_target(UniProtKB:P35968)
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:P35968)
GO:0034260	negative regulation of GTPase activity	has_regulation_target(UniProtKB:P36412)
GO:1903049	negative regulation of acetylcholine-gated cation channel activity	has_regulation_target(UniProtKB:P36544)
GO:0032435	negative regulation of proteasomal ubiquitin-dependent protein catabolic process	has_regulation_target(UniProtKB:P36894)
GO:2000059	negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process	has_regulation_target(UniProtKB:P36894)
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:P36895)
GO:2000059	negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process	has_regulation_target(UniProtKB:P36895)
GO:0032435	negative regulation of proteasomal ubiquitin-dependent protein catabolic process	has_regulation_target(UniProtKB:P36895)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:P36897)
GO:0070373	negative regulation of ERK1 and ERK2 cascade	has_regulation_target(UniProtKB:P37231)
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:P37275)
GO:0032460	negative regulation of protein oligomerization	has_regulation_target(UniProtKB:P37840
GO:0010629	negative regulation of gene expression	has_regulation_target(UniProtKB:P37840
GO:0032461	positive regulation of protein oligomerization	has_regulation_target(UniProtKB:P37840)
GO:1902905	positive regulation of fibril organization	has_regulation_target(UniProtKB:P37840)
GO:1902903	regulation of fibril organization	has_regulation_target(UniProtKB:P37840)
GO:0051354	negative regulation of oxidoreductase activity	has_regulation_target(UniProtKB:P37840)
GO:0090334	regulation of cell wall (1->3)-beta-D-glucan biosynthetic process	has_regulation_target(UniProtKB:P38631)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:P38936)
GO:0045943	positive regulation of transcription from RNA polymerase I promoter	has_regulation_target(UniProtKB:P38936)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:P38936)
GO:0001078	RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription	has_regulation_target(UniProtKB:P38936)
GO:0005096	GTPase activator activity	has_regulation_target(UniProtKB:P38987)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:P39105)
GO:0039547	suppression by virus of host TRAF activity	has_regulation_target(UniProtKB:P39429)
GO:1903265	positive regulation of tumor necrosis factor-mediated signaling pathway	has_regulation_target(UniProtKB:P39429)
GO:0039644	suppression by virus of host NF-kappaB transcription factor activity	has_regulation_target(UniProtKB:P39429)
GO:0031397	negative regulation of protein ubiquitination	has_regulation_target(UniProtKB:P39940)
GO:1902352	negative regulation of filamentous growth of a population of unicellular organisms in response to starvation by negative regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:P40209
GO:0032091	negative regulation of protein binding	has_regulation_target(UniProtKB:P40337
GO:0051444	negative regulation of ubiquitin-protein transferase activity	has_regulation_target(UniProtKB:P40337)
GO:0051444	negative regulation of ubiquitin-protein transferase activity	has_regulation_target(UniProtKB:P40338)
GO:0042517	positive regulation of tyrosine phosphorylation of Stat3 protein	has_regulation_target(UniProtKB:P40763)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:P41134)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:P41136)
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:P41245
GO:0031954	positive regulation of protein autophosphorylation	has_regulation_target(UniProtKB:P41808)
GO:0033141	positive regulation of peptidyl-serine phosphorylation of STAT protein	has_regulation_target(UniProtKB:P42224
GO:0033141	positive regulation of peptidyl-serine phosphorylation of STAT protein	has_regulation_target(UniProtKB:P42224
GO:1990214	negative regulation by symbiont of host protein levels	has_regulation_target(UniProtKB:P42224)
GO:2001272	positive regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis	has_regulation_target(UniProtKB:P42573)
GO:0039650	suppression by virus of host cysteine-type endopeptidase activity involved in apoptotic process	has_regulation_target(UniProtKB:P42574
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:P42574)
GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	has_regulation_target(UniProtKB:P42574)
GO:2001269	positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway	has_regulation_target(UniProtKB:P42574)
GO:0008656	cysteine-type endopeptidase activator activity involved in apoptotic process	has_regulation_target(UniProtKB:P42574)
GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	has_regulation_target(UniProtKB:P42574)
GO:0008047	enzyme activator activity	has_regulation_target(UniProtKB:P42574)
GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	has_regulation_target(UniProtKB:P42574)
GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	has_regulation_target(UniProtKB:P42574)
GO:0050861	positive regulation of B cell receptor signaling pathway	has_regulation_target(UniProtKB:P42680)
GO:1903997	positive regulation of non-membrane spanning protein tyrosine kinase activity	has_regulation_target(UniProtKB:P42680)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:P42772)
GO:1903869	negative regulation of methylenetetrahydrofolate reductase (NAD(P)H) activity	has_regulation_target(UniProtKB:P42898
GO:0004869	cysteine-type endopeptidase inhibitor activity	has_regulation_target(UniProtKB:P43235)
GO:0010951	negative regulation of endopeptidase activity	has_regulation_target(UniProtKB:P43235)
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:P43354)
GO:0032270	positive regulation of cellular protein metabolic process	has_regulation_target(UniProtKB:P43694)
GO:0045892	negative regulation of transcription, DNA-templated	has_regulation_target(UniProtKB:P46527)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:P46531)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:P48200)
GO:0045893	positive regulation of transcription, DNA-templated	has_regulation_target(UniProtKB:P48356)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:P48436)
GO:0010629	negative regulation of gene expression	has_regulation_target(UniProtKB:P49327)
GO:1990219	positive regulation by symbiont of host protein levels	has_regulation_target(UniProtKB:P49327)
GO:0061357	positive regulation of Wnt protein secretion	has_regulation_target(UniProtKB:P49338)
GO:0001078	RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription	has_regulation_target(UniProtKB:P49715)
GO:0010629	negative regulation of gene expression	has_regulation_target(UniProtKB:P49766)
GO:0045892	negative regulation of transcription, DNA-templated	has_regulation_target(UniProtKB:P49767)
GO:2000170	positive regulation of peptidyl-cysteine S-nitrosylation	has_regulation_target(UniProtKB:P49817
GO:0033160	positive regulation of protein import into nucleus, translocation	has_regulation_target(UniProtKB:P49841)
GO:0090004	positive regulation of establishment of protein localization to plasma membrane	has_regulation_target(UniProtKB:P50281)
GO:0004867	serine-type endopeptidase inhibitor activity	has_regulation_target(UniProtKB:P51124)
GO:0045732	positive regulation of protein catabolic process	has_regulation_target(UniProtKB:P51141)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:P51533
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:P52565)
GO:0000433	negative regulation of transcription from RNA polymerase II promoter by glucose	has_regulation_target(UniProtKB:P52792)
GO:0061429	positive regulation of transcription from RNA polymerase II promoter by oleic acid	has_regulation_target(UniProtKB:P52960)
GO:0032515	negative regulation of phosphoprotein phosphatase activity	has_regulation_target(UniProtKB:P53041)
GO:1902352	negative regulation of filamentous growth of a population of unicellular organisms in response to starvation by negative regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:P53050)
GO:1902352	negative regulation of filamentous growth of a population of unicellular organisms in response to starvation by negative regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:P53879)
GO:1902353	positive regulation of induction of conjugation with cellular fusion by negative regulation of transcription from RNA polymerase II promoter by pheromones	has_regulation_target(UniProtKB:P53879)
GO:0004860	protein kinase inhibitor activity	has_regulation_target(UniProtKB:P53894)
GO:0045861	negative regulation of proteolysis	has_regulation_target(UniProtKB:P54252)
GO:0035800	deubiquitinase activator activity	has_regulation_target(UniProtKB:P54252)
GO:1903007	positive regulation of Lys63-specific deubiquitinase activity	has_regulation_target(UniProtKB:P54252)
GO:0035195	gene silencing by miRNA	has_regulation_target(UniProtKB:P54320)
GO:0032147	activation of protein kinase activity	has_regulation_target(UniProtKB:P54644)
GO:0010629	negative regulation of gene expression	has_regulation_target(UniProtKB:P54657)
GO:0010468	regulation of gene expression	has_regulation_target(UniProtKB:P54657)
GO:0010629	negative regulation of gene expression	has_regulation_target(UniProtKB:P54678
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:P55157)
GO:0043066	negative regulation of apoptotic process	has_regulation_target(UniProtKB:P55210)
GO:0039650	suppression by virus of host cysteine-type endopeptidase activity involved in apoptotic process	has_regulation_target(UniProtKB:P55211)
GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	has_regulation_target(UniProtKB:P55211)
GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	has_regulation_target(UniProtKB:P55211)
GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	has_regulation_target(UniProtKB:P55211)
GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	has_regulation_target(UniProtKB:P55212)
GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	has_regulation_target(UniProtKB:P55212)
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:P55284)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:P55290)
GO:0045893	positive regulation of transcription, DNA-templated	has_regulation_target(UniProtKB:P56402
GO:0001933	negative regulation of protein phosphorylation	has_regulation_target(UniProtKB:P56402
GO:0051091	positive regulation of sequence-specific DNA binding transcription factor activity	has_regulation_target(UniProtKB:P56432)
GO:0010629	negative regulation of gene expression	has_regulation_target(UniProtKB:P56501)
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:P56589)
GO:1900131	negative regulation of lipid binding	has_regulation_target(UniProtKB:P56589)
GO:0032091	negative regulation of protein binding	has_regulation_target(UniProtKB:P56817
GO:0090285	negative regulation of protein glycosylation in Golgi	has_regulation_target(UniProtKB:P56817)
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:P58281
GO:0030889	negative regulation of B cell proliferation	has_regulation_target(UniProtKB:P60033)
GO:0032516	positive regulation of phosphoprotein phosphatase activity	has_regulation_target(UniProtKB:P60484)
GO:0045893	positive regulation of transcription, DNA-templated	has_regulation_target(UniProtKB:P60568)
GO:0035024	negative regulation of Rho protein signal transduction	has_regulation_target(UniProtKB:P61586)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:P61812)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:P61812)
GO:0034260	negative regulation of GTPase activity	has_regulation_target(UniProtKB:P62331
GO:0010629	negative regulation of gene expression	has_regulation_target(UniProtKB:P62897)
GO:0043547	positive regulation of GTPase activity	has_regulation_target(UniProtKB:P63000
GO:0043547	positive regulation of GTPase activity	has_regulation_target(UniProtKB:P63000)
GO:0034260	negative regulation of GTPase activity	has_regulation_target(UniProtKB:P63000)
GO:0034260	negative regulation of GTPase activity	has_regulation_target(UniProtKB:P63001
GO:0034260	negative regulation of GTPase activity	has_regulation_target(UniProtKB:P63001)
GO:0043547	positive regulation of GTPase activity	has_regulation_target(UniProtKB:P63011)
GO:0000187	activation of MAPK activity	has_regulation_target(UniProtKB:P63085)
GO:0055103	ligase regulator activity	has_regulation_target(UniProtKB:P63165)
GO:0033235	positive regulation of protein sumoylation	has_regulation_target(UniProtKB:P63165)
GO:0090073	positive regulation of protein homodimerization activity	has_regulation_target(UniProtKB:P63244)
GO:0000983	RNA polymerase II core promoter sequence-specific DNA binding transcription factor activity	has_regulation_target(UniProtKB:P63267)
GO:0045893	positive regulation of transcription, DNA-templated	has_regulation_target(UniProtKB:P63267)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:P63267)
GO:0045893	positive regulation of transcription, DNA-templated	has_regulation_target(UniProtKB:P63268)
GO:0045893	positive regulation of transcription, DNA-templated	has_regulation_target(UniProtKB:P63269)
GO:0010468	regulation of gene expression	has_regulation_target(UniProtKB:P67939
GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	has_regulation_target(UniProtKB:P70424)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:P70658)
GO:0008191	metalloendopeptidase inhibitor activity	has_regulation_target(UniProtKB:P78536)
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:P79255)
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:P79335)
GO:0045893	positive regulation of transcription, DNA-templated	has_regulation_target(UniProtKB:P79401)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:P81172
GO:0001228	RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription	has_regulation_target(UniProtKB:P81172)
GO:0023019	signal transduction involved in regulation of gene expression	has_regulation_target(UniProtKB:P81563
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:P84022)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:P84022)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:P84022)
GO:0032091	negative regulation of protein binding	has_regulation_target(UniProtKB:P84022)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:P86546)
GO:1901800	positive regulation of proteasomal protein catabolic process	has_regulation_target(UniProtKB:P97287)
GO:1900138	negative regulation of phospholipase A2 activity	has_regulation_target(UniProtKB:P97391)
GO:0060391	positive regulation of SMAD protein import into nucleus	has_regulation_target(UniProtKB:P97471)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:P97494
GO:0050714	positive regulation of protein secretion	has_regulation_target(UniProtKB:P98088)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:P98161)
GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	has_regulation_target(UniProtKB:P98170
GO:0043065	positive regulation of apoptotic process	has_regulation_target(UniProtKB:P98170)
GO:0043065	positive regulation of apoptotic process	has_regulation_target(UniProtKB:P98170)
GO:0045732	positive regulation of protein catabolic process	has_regulation_target(UniProtKB:P98170)
GO:1902352	negative regulation of filamentous growth of a population of unicellular organisms in response to starvation by negative regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:Q00245)
GO:0010863	positive regulation of phospholipase C activity	has_regulation_target(UniProtKB:Q00722
GO:0010863	positive regulation of phospholipase C activity	has_regulation_target(UniProtKB:Q00722-2
GO:0010863	positive regulation of phospholipase C activity	has_regulation_target(UniProtKB:Q00722-3)
GO:0045893	positive regulation of transcription, DNA-templated	has_regulation_target(UniProtKB:Q00731-2
GO:0090038	negative regulation of protein kinase C signaling	has_regulation_target(UniProtKB:Q00772)
GO:1901386	negative regulation of voltage-gated calcium channel activity	has_regulation_target(UniProtKB:Q00975
GO:1901386	negative regulation of voltage-gated calcium channel activity	has_regulation_target(UniProtKB:Q00975
GO:1901386	negative regulation of voltage-gated calcium channel activity	has_regulation_target(UniProtKB:Q00975
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:Q01237)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:Q01469)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:Q01628)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:Q01629)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:Q01727)
GO:0035413	positive regulation of catenin import into nucleus	has_regulation_target(UniProtKB:Q02248)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:Q02363)
GO:0010468	regulation of gene expression	has_regulation_target(UniProtKB:Q02465
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:Q02765)
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:Q03100
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:Q03100
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:Q03100
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:Q03100)
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:Q03100)
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:Q03100)
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:Q03100)
GO:0010629	negative regulation of gene expression	has_regulation_target(UniProtKB:Q03405)
GO:0044791	positive regulation by host of viral release from host cell	has_regulation_target(UniProtKB:Q03463:PRO_0000278740)
GO:0044794	positive regulation by host of viral process	has_regulation_target(UniProtKB:Q03463:PRO_0000278740)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:Q04182
GO:0033159	negative regulation of protein import into nucleus, translocation	has_regulation_target(UniProtKB:Q04206)
GO:1900181	negative regulation of protein localization to nucleus	has_regulation_target(UniProtKB:Q04206)
GO:1900182	positive regulation of protein localization to nucleus	has_regulation_target(UniProtKB:Q04206)
GO:2000210	positive regulation of anoikis	has_regulation_target(UniProtKB:Q04724)
GO:2000811	negative regulation of anoikis	has_regulation_target(UniProtKB:Q05397
GO:2000811	negative regulation of anoikis	has_regulation_target(UniProtKB:Q05397
GO:2000811	negative regulation of anoikis	has_regulation_target(UniProtKB:Q05397
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:Q05438
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:Q05754)
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:Q05940)
GO:0045943	positive regulation of transcription from RNA polymerase I promoter	has_regulation_target(UniProtKB:Q06507)
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:Q06507)
GO:0045892	negative regulation of transcription, DNA-templated	has_regulation_target(UniProtKB:Q06890)
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:Q07812)
GO:0032463	negative regulation of protein homooligomerization	has_regulation_target(UniProtKB:Q07812)
GO:0043066	negative regulation of apoptotic process	has_regulation_target(UniProtKB:Q07812)
GO:2001244	positive regulation of intrinsic apoptotic signaling pathway	has_regulation_target(UniProtKB:Q07812)
GO:0043065	positive regulation of apoptotic process	has_regulation_target(UniProtKB:Q07812)
GO:0032091	negative regulation of protein binding	has_regulation_target(UniProtKB:Q07812)
GO:0043066	negative regulation of apoptotic process	has_regulation_target(UniProtKB:Q07812)
GO:2001244	positive regulation of intrinsic apoptotic signaling pathway	has_regulation_target(UniProtKB:Q07817)
GO:0010508	positive regulation of autophagy	has_regulation_target(UniProtKB:Q07817-1)
GO:0045893	positive regulation of transcription, DNA-templated	has_regulation_target(UniProtKB:Q07817-1)
GO:1901800	positive regulation of proteasomal protein catabolic process	has_regulation_target(UniProtKB:Q07820)
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:Q07954)
GO:2000811	negative regulation of anoikis	has_regulation_target(UniProtKB:Q08117)
GO:2000811	negative regulation of anoikis	has_regulation_target(UniProtKB:Q08117)
GO:2000811	negative regulation of anoikis	has_regulation_target(UniProtKB:Q08117)
GO:0043124	negative regulation of I-kappaB kinase/NF-kappaB signaling	has_regulation_target(UniProtKB:Q08353)
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:Q08460)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:Q08874)
GO:0042176	regulation of protein catabolic process	has_regulation_target(UniProtKB:Q10656-2)
GO:0032880	regulation of protein localization	has_regulation_target(UniProtKB:Q10953)
GO:1900153	positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	has_regulation_target(UniProtKB:Q12159)
GO:1902352	negative regulation of filamentous growth of a population of unicellular organisms in response to starvation by negative regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:Q12207
GO:1902353	positive regulation of induction of conjugation with cellular fusion by negative regulation of transcription from RNA polymerase II promoter by pheromones	has_regulation_target(UniProtKB:Q12207)
GO:1902353	positive regulation of induction of conjugation with cellular fusion by negative regulation of transcription from RNA polymerase II promoter by pheromones	has_regulation_target(UniProtKB:Q12207)
GO:1902352	negative regulation of filamentous growth of a population of unicellular organisms in response to starvation by negative regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:Q12310)
GO:1902353	positive regulation of induction of conjugation with cellular fusion by negative regulation of transcription from RNA polymerase II promoter by pheromones	has_regulation_target(UniProtKB:Q12310)
GO:1902353	positive regulation of induction of conjugation with cellular fusion by negative regulation of transcription from RNA polymerase II promoter by pheromones	has_regulation_target(UniProtKB:Q12310)
GO:0051091	positive regulation of sequence-specific DNA binding transcription factor activity	has_regulation_target(UniProtKB:Q12772)
GO:0043433	negative regulation of sequence-specific DNA binding transcription factor activity	has_regulation_target(UniProtKB:Q12778)
GO:0045892	negative regulation of transcription, DNA-templated	has_regulation_target(UniProtKB:Q12794)
GO:0010629	negative regulation of gene expression	has_regulation_target(UniProtKB:Q12794)
GO:0045893	positive regulation of transcription, DNA-templated	has_regulation_target(UniProtKB:Q12794)
GO:0045893	positive regulation of transcription, DNA-templated	has_regulation_target(UniProtKB:Q12794)
GO:1902261	positive regulation of delayed rectifier potassium channel activity	has_regulation_target(UniProtKB:Q12809)
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:Q12809)
GO:0030296	protein tyrosine kinase activator activity	has_regulation_target(UniProtKB:Q12866)
GO:0061098	positive regulation of protein tyrosine kinase activity	has_regulation_target(UniProtKB:Q12866)
GO:0031334	positive regulation of protein complex assembly	has_regulation_target(UniProtKB:Q12891
GO:0045892	negative regulation of transcription, DNA-templated	has_regulation_target(UniProtKB:Q12891)
GO:0045893	positive regulation of transcription, DNA-templated	has_regulation_target(UniProtKB:Q12891)
GO:0045893	positive regulation of transcription, DNA-templated	has_regulation_target(UniProtKB:Q12891)
GO:0045893	positive regulation of transcription, DNA-templated	has_regulation_target(UniProtKB:Q12893)
GO:0032091	negative regulation of protein binding	has_regulation_target(UniProtKB:Q12933)
GO:0006469	negative regulation of protein kinase activity	has_regulation_target(UniProtKB:Q13153
GO:0032091	negative regulation of protein binding	has_regulation_target(UniProtKB:Q13158
GO:2001237	negative regulation of extrinsic apoptotic signaling pathway	has_regulation_target(UniProtKB:Q13158)
GO:0010628	positive regulation of gene expression	has_regulation_target(UniProtKB:Q13217)
GO:0003700	sequence-specific DNA binding transcription factor activity	has_regulation_target(UniProtKB:Q13268)
GO:0001934	positive regulation of protein phosphorylation	has_regulation_target(UniProtKB:Q13315)
GO:0032091	negative regulation of protein binding	has_regulation_target(UniProtKB:Q13485)
GO:1903214	regulation of protein targeting to mitochondrion	has_regulation_target(UniProtKB:Q13501
GO:0010608	posttranscriptional regulation of gene expression	has_regulation_target(UniProtKB:Q13501)
GO:0031397	negative regulation of protein ubiquitination	has_regulation_target(UniProtKB:Q13501)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:Q13510)
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	has_regulation_target(UniProtKB:Q13510)
GO:0001934	positive regulation of protein phosphorylation	has_regulation_target(UniProtKB:Q13535)
GO:0043124	negative regulation of I-kappaB kinase/NF-kappaB signaling	has_regulation_target(UniProtKB:Q13546
GO:0045651	positive regulation of macrophage differentiation	has_regulation_target(UniProtKB:Q13546)
